"X"	"Y"	"Store ID"	"Name"
-117.8273925781	33.6082344055	6358	"Newport Coast & San Joaquin Hills"
-117.7461853027	33.6524009705	6605	"Irvine Spectrum Mall"
-118.0280609131	33.8480072021	6826	"Valley View & La Palma"
-118.0549926758	33.9026565552	6916	"Rosecrans & Shoemaker, Norwalk"
-117.8849029541	33.7158584595	6956	"Bristol & Warner"
-117.9026412964	33.7742652893	6982	"Fairview & Garden Grove"
-117.7451324463	33.6504745483	7259	"Target Irvine/Spectrum T-2128"
-117.9419937134	33.8308639526	7297	"Target Anaheim T-2421"
-117.9575881958	33.9158744812	7296	"Target La Habra T-2397"
-117.9727172852	33.7671394348	7377	"Magnolia & Trask"
-117.6668930054	33.6100997925	7479	"Target Mission Viejo 2163"
-117.7634735107	33.6684341431	7543	"Irvine Center Drive & Sand Canyon"
-118.0707473755	33.8033332825	7607	"Katella & Los Alamitos"
-118.1256027222	33.9017448425	7608	"Rosecrans & Bellflower, Bellflower"
-117.8273544312	33.7000007629	7636	"Target Irvine/Tustin T-2151"
-118.0120697021	33.7456741333	7638	"Target Westminster NW T-2304"
-117.958656311	33.8383750916	7842	"Brookhurst & Alameda"
-117.482093811	33.7711982727	7852	"Vons - South Corona #2818"
-117.9146728516	33.8177261353	7875	"Harbor & Ball"
-117.9140396118	33.8352088928	7994	"Lincoln & Anaheim"
-118.0068130493	33.8984298706	8008	"Rosecrans & La Mirada, La Mirada"
-118.1160736084	33.846862793	8103	"Del Amo & Woodruff, Lakewood"
-117.8264083862	33.7218513489	8111	"Red Hill & Edinger"
-118.0418014526	33.7228050232	8146	"Bolsa Chica & Heil"
-117.7406082153	33.8641586304	8160	"Weir Canyon & Monte Vista"
-117.756362915	33.8675689697	8185	"Vons-Anaheim Hills #2216"
-117.9326095581	33.9322662354	8242	"Harbor & La Habra"
-117.5570526123	33.9372062683	8245	"6th Street & Hamner"
-118.029258728	33.8877296448	8260	"Valley View & Alondra"
-117.5967483521	33.6432685852	8305	"Target Rancho Santa Margarita T-914"
-117.9965591431	33.9429550171	8466	"Target Whittier T-2019"
-118.1293258667	33.9277534485	8545	"Lakewood & Stewart and Gray, Downey"
-117.8971405029	33.6624298096	8624	"Newport & Del Mar"
-117.7762451172	33.891166687	8674	"Yorba Linda & Village Center Dr"
-117.900680542	33.9170265198	8695	"Brea & Imperial"
-117.8569946289	33.6640205383	8717	"Jamboree & Birch"
-117.5827789307	33.6497955322	8830	"Santa Margarita Pkwy & Antonio Pkwy"
-117.8646392822	33.6713981628	8833	"Mac Arthur & Campus"
-117.873374939	33.89112854	8867	"Albertsons-Fullerton #6119"
-117.5157699585	33.8235206604	8876	"Cajalco & Highway 15"
-117.9341583252	33.7043266296	8912	"Newhope & Southpark"
-117.9248352051	33.8602371216	9104	"Harbor & Orangethorpe"
-117.4568481445	33.9098815918	9124	"Galleria at Tyler Mall Floor 2"
-117.8842926025	33.7735862732	9152	"Bristol & Memory Lane"
-117.9197998047	33.6720428467	9162	"Harbor & Adams"
-117.562713623	33.9009628296	9250	"Target Norco T-736"
-117.8151397705	33.7343177795	9352	"Redhill & El Camino Real"
-117.7018890381	33.6557769775	9355	"Bake & Trabuco"
-117.9549713135	33.7295951843	9356	"Brookhurst & Edinger"
-117.8869400024	33.6983528137	9400	"Vons - Santa Ana #1626"
-118.0255050659	33.729839325	9407	"Vons-Huntington Beach #2090"
-117.9996566772	33.8587112427	9474	"Target Buena Park T-2082"
-117.9557266235	33.6712265015	9476	"Target Huntington Beach T-2051"
-118.0292739868	33.8164482117	9506	"Valley View & Ball"
-118.0153045654	33.7440567017	9609	"Bolsa & Edwards"
-117.9548797607	33.7295913696	9667	"Albertsons-Fountain Vly #6157"
-117.8157577515	33.682559967	9700	"Albertsons-Irvine #6596"
-117.9875717163	33.7242202759	9789	"Pavillions - Westminster #2206"
-118.1168289185	33.8565597534	9815	"Pavilions-Lakewood #2209"
-117.842124939	33.6484260559	9845	"University of California-Irvine"
-118.0297775269	33.8320045471	9848	"Lincoln & Valley View"
-117.7504119873	33.6531257629	9876	"The Village Apartments"
-117.7930984497	33.7244262695	9947	"Tustin Marketplace"
-117.4543685913	33.9453620911	9959	"Van Buren & Arlington"
-117.9114761353	33.6725921631	9974	"Orange Coast College"
-117.6689300537	33.5797767639	10309	"Oso & I-5"
-117.4162826538	33.9457244873	10442	"Arlington & Streeter"
-117.9884490967	33.6878089905	10573	"Beach & Garfield"
-118.1004333496	33.7437286377	10593	"Von's-Seal Beach #2803"
-117.55859375	33.9001655579	10727	"Hidden Valley & The 15 Fwy"
-118.1133041382	33.7786445618	10891	"CSU Long Beach - Dining Plaza"
-117.5209350586	33.887348175	10946	"McKinley & Griffin"
-117.6686782837	33.6603279114	10960	"Lake Forest & Dimension"
-117.8874282837	33.9179992676	11004	"Target Brea T-2482"
-118.0284347534	33.7903823853	11234	"Vons-Garden Grove #2041"
-117.5902786255	33.6370811462	11262	"Pavilions -Rancho Santa Marg. #2217"
-117.9896087646	33.8469963074	11263	"La Palma & Dale"
-117.494644165	33.8989028931	11264	"Pierce & 91 Fwy"
-117.8871688843	33.8036384583	11310	"Katella & State College"
-117.3969955444	33.9464988708	11318	"Arlington & Brockton"
-117.8369064331	33.85414505	11346	"Tustin & 91 Fwy"
-117.9869155884	33.6771202087	11501	"Albertsons-Huntngtn Bch #6124"
-117.6100463867	33.4474601746	11519	"Albertsons-San Clemente #6563"
-117.7893981934	33.6715087891	11570	"Alton Pkwy & Jeffrey Rd"
-117.7384262085	33.6544532776	11571	"Alton & Technology"
-117.9984359741	33.8514862061	11629	"Beach Blvd & El Capitan Way"
-117.8663482666	33.8870697021	11787	"Yorba Linda & Bradford"
-117.9715957642	33.7163124084	11792	"Magnolia & Warner"
-118.0715713501	33.7821044922	11811	"Seal Beach Blvd. & St. Cloud"
-117.6324615479	33.5829124451	11813	"Oso & Antonio"
-118.0816040039	33.8462753296	11816	"Del Amo & Pioneer, Cerritos"
-117.6992111206	33.5904579163	11855	"Alicia Pkwy & Paseo De Valencia"
-118.0036010742	33.6796951294	11887	"Albertsons-Huntngtn Bch #6110"
-117.6794967651	33.6136436462	11956	"Alicia Pkwy & Jeronimo"
-118.0595397949	33.8710174561	11986	"Town Center Dr & Bloomfield"
-117.7101593018	33.5560760498	12052	"La Paz & Aliso Creek"
-117.833694458	33.7595481873	12055	"17th & Tustin"
-117.8918533325	33.7813262939	12061	"The Block at Orange First Floor"
-117.8501815796	33.6259536743	12077	"Vons-Newport Beach #1912"
-117.9611053467	33.9176445007	12120	"Imperial & South Idaho"
-117.8289413452	33.7600021362	12151	"17th & Yorba Street"
-117.8900527954	33.874835968	12154	"State College & Chapman"
-117.6513748169	33.4588279724	12164	"Camino De Los Mares & Calle Agua"
-117.6783447266	33.638469696	12179	"El Toro & Trabuco"
-118.049407959	33.9167289734	12220	"Imperial & Carmenita"
-118.1156997681	33.8580284119	12221	"South & Woodruff, Lakewood"
-118.0480957031	33.9397010803	12225	"Carmenita & Telegraph"
-117.9232788086	33.6202430725	12354	"W. Coast Hwy & Riverside"
-117.8147583008	33.7873878479	12409	"Chapman & Swidler"
-118.0905685425	33.8587875366	12416	"Gridley & South, Cerritos"
-117.8557434082	33.6867370605	12419	"MacArthur & Main"
-118.1235961914	33.9356803894	12429	"Firestone & Lakewood, Downey"
-117.9189987183	33.6816368103	12464	"Harbor & Baker"
-117.9308547974	33.9177246094	12503	"Imperial & Harbor"
-117.8698577881	33.748134613	12546	"4th & Broadway"
-117.7626190186	33.696231842	12608	"Jeffrey & Trabuco"
-117.7784500122	33.6543426514	12757	"Quail Hill & Shady Canyon"
-118.1157150269	33.8107376099	12823	"Pavilions-Long Beach #2203"
-118.0070114136	33.7720375061	12829	"Goldenwest & Natal"
-117.9151687622	33.788848877	13001	"Hyatt Regency Orange County"
-117.6462783813	33.5634841919	13277	"Albertsons - Mssn Viejo #6552"
-117.6141662598	33.4428634644	13278	"Albertsons-San Clemente #6509"
-117.9656143188	33.8785171509	13282	"Albertsons - Fullerton #6165"
-118.0079269409	33.8969802856	13289	"Albertsons-La Mirada #6148"
-117.5743942261	33.84349823	13292	"Albertsons-Corona #6727"
-117.7315673828	33.6084022522	13337	"El Toro Rd. & Calle Sonora"
-117.8541870117	33.6398162842	13407	"Bison & California"
-117.8676834106	33.7875938416	13422	"Chapman & Main"
-117.5625152588	33.8548736572	13441	"Magnolia & Ontario"
-117.7922592163	33.8512763977	13695	"Vons-Anaheim #2103"
-118.1080093384	33.7958602905	13869	"Stearns & Palo Verde"
-117.6528701782	33.6712150574	13935	"Portola & Glenn Ranch Rd"
-118.081993103	33.8745918274	13937	"Pioneer & Artesia, Artesia"
-117.7142486572	33.5704574585	14009	"Alicia & Pacific Park"
-118.0243377686	33.75831604	14013	"Springdale & Westminster"
-117.6773300171	33.5965232849	14021	"La Paz & Cabot"
-118.0756759644	33.7232933044	14082	"Pacific Coast Hwy & Anderson"
-117.884437561	33.7009086609	14084	"Bristol & MacArthur"
-117.9894180298	33.759147644	14302	"Beach & Westminster"
-117.8117523193	33.6814727783	14354	"Alton & Culver"
-117.9187850952	33.8001365662	14397	"Hilton - Anaheim"
-117.8880996704	33.7613983154	14442	"Target Santa Ana T-1936"
-117.686164856	33.524471283	14445	"Golden Lantern & Marina Hills"
-117.672454834	33.6860733032	14454	"Target Foothill Ranch T-913"
-117.8799438477	33.6166534424	14475	"Marriott Newport Beach Lobby"
-117.7882232666	33.8520736694	14591	"Santa Ana Canyon & Imperial Hwy"
-118.1154251099	33.8351364136	14600	"Vons - Lakewood #1638"
-117.9942321777	33.9410934448	14640	"Vons - Whittier #2027"
-117.9408798218	33.7889022827	14727	"Euclid & Chapman"
-117.8041915894	33.7869606018	14732	"Albertsons-Orange #6585"
-117.9690322876	33.9184188843	14772	"Vons-La Habra #2524"
-117.9915466309	33.7320709229	14856	"Bella Terra Mall"
-117.8376998901	33.803314209	14873	"Albertsons-Orange #6534"
-117.5425262451	33.8469581604	14876	"Albertsons-Corona #6796"
-118.1249313355	33.8085823059	14914	"Bellflower & Spring"
-117.9728164673	33.658241272	15042	"Vons-Huntington Beach #3160"
-117.8498764038	33.6783905029	15048	"Marriott Irvine - Lobby"
-117.7912979126	33.8611297607	15109	"Imperial & La Palma"
-117.6578369141	33.5857467651	15134	"Pavillions-Mission Viejo #2210"
-117.8376693726	33.8331222534	15135	"Vons-Orange #2335"
-117.6478500366	33.5627555847	15204	"Crown Valley & Cecil Pasture"
-117.8727111816	33.6006278992	15250	"Corona Del Mar"
-117.7881469727	33.7063560486	15251	"Culver & Walnut"
-117.7071456909	33.5698051453	15257	"La Paz & Pacific Park"
-117.8357162476	33.8231964111	15439	"Tustin & Meats"
-117.9546585083	33.6936454773	15443	"Brookhurst & Ellis"
-118.0047607422	33.6808166504	15449	"Goldenwest & Yorktown"
-117.9240112305	33.8737297058	15452	"Harbor & Chapman"
-117.8294677734	33.8882293701	15538	"Yorba Linda & Valley View"
-117.6003646851	33.4569168091	15540	"Pico & La Pata"
-117.8653106689	33.6996116638	15555	"MacArthur & Hutton"
-117.4614868164	33.9113616943	15557	"Magnolia & Tyler Center"
-117.9000778198	33.6156311035	15572	"Pacific Coast Hwy & Bayside"
-117.6982574463	33.4906692505	15573	"Golden Lantern & Camino de Avion"
-117.9600524902	33.8184814453	15594	"Brookhurst & Ball"
-117.9202194214	33.798614502	15610	"Anaheim Marriott Hotel"
-117.8927841187	33.7894706726	15631	"Chapman & The City Drive"
-117.5914077759	33.6378479004	15667	"Antonio & La Promesa"
-117.7844390869	33.5424690247	15802	"Coast Hwy & Ocean"
-117.9011917114	33.9188461304	15804	"Brea & Birch"
-117.9674301147	33.9385986328	15828	"Beach & Whittier"
-117.8935470581	33.6895599365	15894	"Metro Pointe"
-117.6472167969	33.6518707275	15906	"Santa Margarita & Los Alisos"
-118.0865020752	33.8295402527	15937	"Carson & Long Beach Towne Center Dr"
-117.8524627686	33.7882003784	15949	"Plaza Square & East Chapman"
-118.0006408691	33.6589355469	15955	"Main & Olive"
-118.1146469116	33.7597312927	15997	"Pacific Coast Hwy & 2nd"
-117.8308105469	33.6490859985	16029	"Campus & California"
-118.0386734009	33.7156448364	16034	"Warner & Bolsa Chica"
-117.9933013916	33.7894058228	16115	"Beach & Chapman"
-117.7180328369	33.5539016724	16177	"Safeway-Laguna Niguel #2508"
-117.6849822998	33.4751358032	16189	"Albertsons-Dana Point #6558"
-117.8896026611	33.606880188	16265	"Balboa Island"
-117.8877563477	33.6916313171	16291	"South Coast Plaza 2nd Floor"
-117.9215316772	33.636882782	16378	"17th & Newport Blvd."
-118.1053314209	33.9245948792	16449	"Firestone & 605 Frwy, Norwalk"
-117.9635009766	33.8776855469	16477	"Gilbert & Malvern"
-117.5993347168	33.6431732178	16486	"Santa Margarita Pkwy & 241"
-117.8775482178	33.6899223328	16493	"Anton & Sakioka"
-117.7133026123	33.6122665405	16496	"El Toro & Paseo de Valencia"
-117.9886550903	33.7263679504	16535	"Beach & McDonald"
-117.8813781738	33.912563324	16544	"South Associated Rd & E. Imperial"
-117.8654785156	33.9100646973	16614	"Albertsons-Brea #6141"
-117.8276138306	33.6069602966	16632	"Vons-Newport #1911"
-117.9168243408	33.7878341675	16648	"Anaheim Marriott Suites -Lobby"
-117.6113891602	33.4260139465	16658	"300 S. El Camino Real"
-117.9293899536	33.6177406311	16821	"Via Lido"
-117.8668212891	33.777141571	16851	"Main & Town and Country"
-117.9187927246	33.6564025879	16898	"Harbor & Wilson"
-117.9165878296	33.634147644	17034	"17th & Westminster"
-117.7860336304	33.5431861877	17106	"North Coast Hwy & Broadway Pl."
-117.7170028687	33.5268478394	17108	"Alicia Pkwy & Niguel"
-117.673828125	33.6011047363	17122	"La Paz & Chrisanta"
-117.8458099365	33.6718444824	17124	"Jamboree & Michelson - Park Place"
-117.7935409546	33.546661377	17130	"Vons - Laguna Beach #2089"
-118.1138763428	33.778213501	17204	"CSU long beach/long beach Library"
-117.9196472168	33.7373542786	17220	"Harbor & McFadden"
-117.9534378052	33.6728363037	17222	"Brookhurst & Adams"
-117.4703445435	33.8956756592	17223	"La Sierra & Indiana"
-117.8536453247	33.7876319885	17260	"Chapman & Glassell"
-117.5330200195	33.8427772522	17298	"Ontario & I-15"
-117.9284439087	33.8328666687	17362	"Lincoln & Carleton"
-117.832862854	33.5702362061	17595	"Crystal Cove & PCH"
-117.6620635986	33.4977989197	17603	"Camino Capistrano & Del Obispo"
-117.7242126465	33.4858551025	17614	"PCH & Crown Valley"
-117.9419937134	33.8410415649	17630	"Euclid & Crescent"
-118.0821380615	33.9124145508	17633	"Firestone & Pioneer, Norwalk"
-117.5199508667	33.8913078308	17671	"Vons-Corona #2381"
-117.7709884644	33.7218513489	17672	"Culver & Irvine"
-117.6343994141	33.6280479431	17681	"Albertsons - Mssn Viejo #6549"
-117.8527679443	33.9095726013	17691	"Valencia & Imperial"
-117.671081543	33.550567627	17768	"Marguerite & Avery"
-117.8699493408	33.8074111938	17780	"Katella & Main"
-118.0028305054	33.6807632446	17872	"Albertsons - Huntington Beach #6110"
-117.7407913208	33.6973152161	17874	"Woodbury Town Center"
-117.6625595093	33.5016441345	17929	"Camino Capistrano & Ortega Hwy"
-117.7214813232	33.5878486633	17990	"Aliso Creek & Aliso Viejo Pkwy"
-117.7036056519	33.4663581848	18136	"PCH & Granada"
-117.8655700684	33.6567955017	18175	"Jamboree & Bristol"
-117.9063720703	33.6807136536	18176	"Fairview & Baker"
-117.8834457397	33.9164085388	18195	"Macy's-Brea"
-118.0820236206	33.7580986023	18258	"Seal Beach & Westminster"
-117.8169708252	33.7436294556	18422	"Newport & Bryan"
-117.6538085938	33.5044784546	18492	"Ortega Hwy & Rancho Viejo"
-117.8528442383	33.759677887	18516	"17th & Grand"
-118.0149002075	33.8031806946	18527	"Katella & Meridian"
-117.7053222656	33.6293830872	18541	"Muirlands & Ridge Route"
-117.9706726074	33.6589050293	18546	"Atlanta & Magnolia"
-117.883140564	33.8788948059	18625	"Cal State Fullerton-School Business"
-117.8751220703	33.640007019	19458	"Ralph's-Newport, CA #744"
-118.1067352295	33.9260864258	35538	"Target Norwalk T-1340"
-118.0979003906	33.9219856262	63031	"Firestone & Studebaker, Norwalk"
-117.8857574463	33.7036170959	52114	"Target Santa Ana T-250"
-117.6886367798	33.6063728333	65466	"Target Mission Viejo T-300"
-117.9192276001	33.6820030212	65467	"Target Costa Mesa T-1293"
-117.5930862427	33.9598312378	65920	"Albertsons - Corona #6641"
-117.8853988647	33.7604103088	68129	"17th & Bristol"
-117.6034393311	33.4644432068	68199	"Target San Clemente T-2730"
-117.8603134155	33.6804542542	68202	"SNA-Terminal A"
-117.8603134155	33.6804542542	68203	"SNA-Terminal B"
-117.4538497925	33.7476654053	69556	"Indian Truck & I-15"
-117.8603134155	33.6804542542	69679	"SNA-Terminal C"
-118.0293807983	33.7815933228	87276	"Valley View & Lampson"
-117.7073364258	33.5717353821	88962	"Target Aliso Viejo T-259"
-117.9193496704	33.8079414368	89079	"Disney California Adventure"
-117.9953689575	33.729801178	89148	"Edinger & Sher"
-117.8898849487	33.6902503967	89061	"Macy's South Coast Plaza #523"
-117.8347167969	33.6976318359	90540	"Von Karman & Barranca"
-118.1248626709	33.7960205078	91315	"Bellflower & Stearns"
-118.0305023193	33.8583831787	91333	"Orangethorpe & Centerpointe"
-117.9879760742	33.6574249268	91334	"Beach Blvd. & Atlanta"
-117.8888549805	33.8506126404	92307	"State College & Placentia"
-117.9581832886	33.7778778076	94724	"Brookhurst & Stanford"
-117.9100418091	33.6297111511	113205	"450 E. 17th Street"
-117.6599197388	33.8778305054	1005309	"Green River Road & SR-91"
-118.0065917969	33.7385063171	1005311	"Goldenwest & McFadden"
-117.8620605469	33.6373672485	1005459	"MacArthur & Bison"
-117.8368835449	33.7282333374	1005539	"Crevier BMW"
-117.8851013184	33.8814582825	1005597	"Cal State Fullerton-Salz Pollak Lib"
-117.8350219727	33.7246627808	1005700	"Edinger & 55 Fwy"
-117.9421310425	33.8601608276	1005856	"Euclid & Orangethorpe"
-118.0740966797	33.8317184448	1005891	"Carson & Norwalk"
-117.9188232422	33.8108940125	1005896	"Disneyland Market House"
-117.963432312	33.8774337769	1005918	"Target Fullerton T-1383"
-117.8115844727	33.6861305237	1005921	"Target Irvine T-336"
-118.0879821777	33.8584709167	1005935	"Target Cerritos West T-1305"
-117.9127044678	33.6312255859	1006128	"Ralph's - Costa Mesa #33"
-117.90650177	33.6304244995	1006383	"Ralph's - Newport Beach #745"
-117.8363723755	33.7878189087	1006552	"Chapman & Tustin"
-118.0030288696	33.9481163025	1006578	"Whittier & Colima"
-118.0628585815	33.8176498413	1007468	"Ralph's - Cypress #233"
-117.9218673706	33.8085594177	1006973	"Downtown Disney Store"
-117.8862609863	33.9155197144	1008641	"Brea Mall Floor 1"
-117.5944747925	33.9605484009	1006773	"Archibald & Schleisman"
-118.1147155762	33.7619934082	1006809	"Ralph's - Long Beach #178"
-118.0992889404	33.9024162292	1010006	"Rosecrans & Studebaker"
-117.9546279907	33.7599143982	1008872	"Brookhurst & Westminster"
-117.7384567261	33.8622703552	1006760	"Ralph's Anaheim Hills #135"
-118.0115203857	33.9168891907	1010337	"Imperial & La Mirada"
-117.8706893921	33.7752494812	1008776	"Westfield Mainplace Mall-Lower Lvl"
-118.1055297852	33.8101844788	1007185	"Spring & Palo Verde"
-117.6978302002	33.4902763367	1006816	"Ralph's - Dana Point #739"
-117.8833236694	33.668006897	1008976	"Bristol & Red Hill"
-117.8364639282	33.8340950012	1009156	"Tustin & Lincoln"
-117.8509750366	33.759929657	1007556	"Target Santa Ana T-286"
-117.839012146	33.6464271545	1009601	"U of California Irvine-Business Sch"
-118.0131378174	33.803981781	1007492	"Target Cypress T-229"
-117.7886734009	33.7286605835	1006817	"Ralph's-Tustin Ranch, CA #139"
-117.6689758301	33.5575637817	1007561	"Shops at Mission Viejo - Food Court"
-117.9265975952	33.8593978882	1010137	"Target Fullerton T-1418"
-118.0752410889	33.9181442261	1011549	"Target Norwalk T-1424"
-117.9237518311	33.851764679	1007787	"Harbor & 91 Fwy"
-118.0865478516	33.9472084045	1009834	"Telegraph & Orr and Day"
-118.063331604	33.8471336365	1010127	"Target Cerritos T-289"
-117.685333252	33.5571517944	1008765	"Greenfield & Crown Valley"
-117.8432998657	33.8770828247	1006768	"Ralph's - Placentia #756"
-117.8748092651	33.6149101257	1012235	"Fashion Island"
-117.6690292358	33.5615005493	1012383	"Teavana - Shops at Mission Viejo"
-118.0945892334	33.8639297485	1012449	"Teavana - Los Cerritos Center"
-117.8874206543	33.6896018982	1012492	"Teavana - South Coast Plaza"
-117.4568862915	33.9075393677	1012512	"Teavana - Galleria at Tyler"
-117.8848648071	33.914390564	1012819	"Teavana - Brea Mall"
-117.8530883789	33.793296814	1010000	"Sodexo @ Chapman University"
-117.8926010132	33.6934242249	1013066	"Bear & South Coast Plaza"
-117.7175750732	33.6293563843	1013072	"Lake Forest & Rockfield"
-117.6290588379	33.5617141724	1013184	"Antonio & Crown Valley"
-117.7254486084	33.5715065002	1013616	"Ralphs Aliso Viejo #755"
-117.8648834229	33.782333374	1013203	"Aramark @ St. Joseph Hospital"
-117.6277236938	33.439617157	1008752	"Outlets at San Clemente"
-117.858757019	33.6814155579	1013754	"SNA - Baggage Claim"
-118.0080108643	33.6852416992	1013801	"RALPHS HUNTINGTON BEACH #650"
